FECHA Y HORA,NUMERO DE IDENTIFICACION,NOMBRES,APELLIDOS,CELULAR,EMAIL,DIRECCION,COMPANIA,PROVINCIA,RESULTADO PRUEBA DE VIDA,RESULTADO DOCUMENT CHECK,RESULTADO FACEMATCH,RESULTADO BIOMETRIA
11/15/2024,6,Médiamass,Loveday,856-933-4017,aloveday8k@feedburner.com,3326 Acker Street,Beer Inc,Manabi,APROBADO,APROBADO,96,APROBADO
8/29/2024,4,Pénélope,De Zuani,338-901-8631,adezuani8l@deviantart.com,43898 Continental Terrace,Connelly-Jaskolski,Guayas,APROBADO,APROBADO,96,APROBADO
5/18/2024,5,Loïc,Cookley,631-409-5748,ncookley8m@apache.org,721 Ryan Junction,"Daugherty, Zulauf and Jacobi",Pichincha,DESAPROBADO,APROBADO,0,DESAPROBADO
9/4/2024,8,Publicité,Pomroy,867-789-6723,apomroy8n@spotify.com,197 2nd Pass,"Quigley, Emard and Rau",Azuay,DESAPROBADO,APROBADO,0,DESAPROBADO
9/29/2024,10,Angélique,Gosling,548-583-8281,fgosling8o@who.int,33 David Alley,"Adams, Gutmann and Terry",Loja,APROBADO,APROBADO,99,APROBADO
3/27/2024,3,Cunégonde,Ginnally,893-780-2111,aginnally8p@goo.ne.jp,00107 Holmberg Court,"Ritchie, Rice and Baumbach",Pichincha,APROBADO,APROBADO,99,APROBADO
1/3/2025,10,Östen,Ferraretto,185-411-1568,qferraretto8q@smh.com.au,002 5th Crossing,Collier Group,Azuay,APROBADO,DESAPROBADO,0,DESAPROBADO
8/9/2024,2,Illustrée,Tume,781-932-3562,rtume8r@un.org,2 Grasskamp Street,McClure LLC,Loja,DESAPROBADO,APROBADO,0,DESAPROBADO
1/3/2025,10,Annotés,Fairholme,844-332-7308,cfairholme8s@usnews.com,4397 Drewry Parkway,Kirlin-Lebsack,Azuay,APROBADO,APROBADO,96,APROBADO
10/17/2024,6,Lèi,Halso,751-269-7431,thalso8t@time.com,3678 Debs Point,"Feeney, McClure and Schmeler",Manabi,APROBADO,APROBADO,96,APROBADO
8/4/2024,10,Inès,Insull,655-477-6521,rinsull8u@4shared.com,67701 Nelson Park,Medhurst-Bahringer,Manabi,APROBADO,APROBADO,99,APROBADO
5/8/2024,7,Mélanie,Corneliussen,317-924-7312,lcorneliussen8v@about.me,2590 Gulseth Lane,Wuckert and Sons,Guayas,DESAPROBADO,DESAPROBADO,0,DESAPROBADO
6/30/2024,1,Irène,Boor,646-351-8667,jboor8w@dagondesign.com,3 Merry Place,McLaughlin Inc,Pichincha,APROBADO,APROBADO,99,APROBADO
11/24/2024,3,Océanne,Brodie,170-872-1014,cbrodie8x@live.com,8 Mockingbird Way,"King, Jacobi and Bogan",Pichincha,APROBADO,APROBADO,99,APROBADO
8/22/2024,4,Mélina,Philipp,598-839-2831,nphilipp8y@wsj.com,17631 Hintze Terrace,"Pfannerstill, Rohan and Rau",Guayas,APROBADO,APROBADO,96,APROBADO
4/25/2024,1,Mégane,Gilsthorpe,327-915-4713,hgilsthorpe8z@baidu.com,11 Drewry Place,O'Reilly-Cummerata,Loja,APROBADO,APROBADO,99,APROBADO
8/23/2024,9,Marylène,Haken,266-165-4774,mhaken90@java.com,27587 High Crossing Plaza,Hoppe Group,Manabi,APROBADO,APROBADO,99,APROBADO
10/20/2024,1,Naéva,Dran,368-572-8051,gdran91@huffingtonpost.com,3 Transport Junction,Hilpert-Nolan,Manabi,APROBADO,DESAPROBADO,0,DESAPROBADO
4/1/2024,8,Personnalisée,Drew,231-655-6383,wdrew92@wordpress.org,68 Loftsgordon Circle,Jacobs Inc,Manabi,APROBADO,APROBADO,99,APROBADO
5/26/2024,9,Mén,Gawkes,779-701-3692,tgawkes93@photobucket.com,902 Jenifer Terrace,Hoeger-Towne,Pichincha,APROBADO,APROBADO,96,APROBADO
6/8/2024,5,Adélie,Chamberlaine,750-786-5081,bchamberlaine94@netvibes.com,1976 Loomis Avenue,Gleichner-Ryan,Guayas,APROBADO,APROBADO,99,APROBADO
7/17/2024,7,Rachèle,Jaszczak,973-918-8314,djaszczak95@google.cn,2424 Manitowish Plaza,Muller Inc,Manabi,APROBADO,APROBADO,99,APROBADO
4/4/2024,7,Naéva,Gearty,479-839-0750,rgearty96@cnet.com,83 Burning Wood Avenue,"Walker, Botsford and Runte",Manabi,APROBADO,DESAPROBADO,0,DESAPROBADO
8/12/2024,7,Anaëlle,Shadrack,973-495-5822,mshadrack97@over-blog.com,3 Waubesa Avenue,"Raynor, Ernser and Kuhic",Loja,APROBADO,APROBADO,99,APROBADO
11/19/2024,1,Sélène,Foxley,626-764-2217,kfoxley98@cisco.com,08206 Cody Place,Bogisich and Sons,Pichincha,APROBADO,APROBADO,96,APROBADO
12/2/2024,9,Intéressant,Colvin,332-771-7903,wcolvin99@diigo.com,152 Hoard Point,Watsica and Sons,Loja,APROBADO,APROBADO,96,APROBADO
6/24/2024,5,Pò,Garric,425-525-8710,wgarric9a@macromedia.com,926 Sundown Crossing,Spencer Inc,Loja,APROBADO,APROBADO,99,APROBADO
8/29/2024,6,Gaïa,Berfoot,883-879-7909,mberfoot9b@slideshare.net,85 Fairfield Place,Kessler-Gleichner,Pichincha,APROBADO,APROBADO,99,APROBADO
5/25/2024,3,Anaé,Folan,975-679-6913,ffolan9c@cargocollective.com,6 Glendale Hill,Kertzmann-Green,Pichincha,APROBADO,APROBADO,99,APROBADO
7/27/2024,5,Nélie,Ledson,642-176-8826,dledson9d@networkadvertising.org,7151 2nd Circle,Feest-Ernser,Guayas,APROBADO,APROBADO,99,APROBADO
3/23/2024,5,Cléopatre,Quinsee,605-964-8590,equinsee9e@t-online.de,28 Carioca Avenue,Kertzmann Inc,Azuay,APROBADO,DESAPROBADO,0,DESAPROBADO
4/16/2024,10,Gaïa,Takle,515-198-8580,itakle9f@japanpost.jp,785 Memorial Pass,"Ziemann, Wyman and Stamm",Loja,APROBADO,APROBADO,99,APROBADO
8/3/2024,1,Lorène,Barabisch,385-348-2779,obarabisch9g@behance.net,95 Elmside Street,"Pacocha, Kshlerin and Schultz",Pichincha,APROBADO,APROBADO,96,APROBADO
10/4/2024,3,Mélissandre,Maseyk,989-142-5482,cmaseyk9h@twitpic.com,38497 Maple Wood Crossing,Ward and Sons,Guayas,APROBADO,APROBADO,99,APROBADO
4/19/2024,3,Almérinda,Fairbank,639-412-9118,cfairbank9i@friendfeed.com,41 Thierer Junction,"Lindgren, MacGyver and Hilll",Loja,APROBADO,APROBADO,99,APROBADO
4/20/2024,6,Maïté,Flaune,838-453-1588,dflaune9j@multiply.com,0 Fisk Plaza,Schinner-Goodwin,Pichincha,APROBADO,APROBADO,96,APROBADO
9/28/2024,8,Méthode,Gallatly,275-224-3048,agallatly9k@sun.com,23654 Rigney Terrace,Hudson Inc,Azuay,APROBADO,APROBADO,99,APROBADO
12/13/2024,3,Maëlle,Le feuvre,323-875-1944,flefeuvre9l@360.cn,82 Crowley Crossing,Stanton-Fisher,Manabi,APROBADO,APROBADO,99,APROBADO
7/21/2024,10,Loïca,Kirsch,316-704-6236,bkirsch9m@domainmarket.com,712 Portage Avenue,Beer Group,Guayas,APROBADO,DESAPROBADO,0,DESAPROBADO
7/8/2024,2,Uò,Heaker,346-205-9066,oheaker9n@state.tx.us,94118 Eagan Place,"Brakus, Ruecker and Romaguera",Pichincha,DESAPROBADO,APROBADO,0,DESAPROBADO
4/16/2024,9,Börje,Grigoliis,431-505-5359,tgrigoliis9o@amazon.de,4 Debra Road,Von Inc,Loja,APROBADO,APROBADO,99,APROBADO
4/11/2024,5,Mélodie,Marchand,507-114-7643,hmarchand9p@pagesperso-orange.fr,49 Twin Pines Place,Gibson LLC,Manabi,APROBADO,APROBADO,99,APROBADO
7/18/2024,10,Gösta,Coxen,726-628-6093,ocoxen9q@gravatar.com,61 Summerview Plaza,Brakus and Sons,Azuay,APROBADO,APROBADO,99,APROBADO
10/16/2024,3,Athéna,Gallacher,621-578-3396,mgallacher9r@php.net,18 Melvin Junction,"Rodriguez, Morar and Schuppe",Manabi,APROBADO,DESAPROBADO,0,DESAPROBADO
3/23/2024,4,Véronique,Greenham,805-992-6672,sgreenham9s@google.es,03343 Ryan Street,"Turcotte, Huel and Gerhold",Azuay,APROBADO,APROBADO,99,APROBADO
9/6/2024,3,Yáo,Marshall,521-468-9962,gmarshall9t@independent.co.uk,63 Kings Center,"Wolff, Block and Goldner",Guayas,APROBADO,APROBADO,99,APROBADO
7/25/2024,9,Mélys,Bucksey,914-822-2589,fbucksey9u@state.tx.us,272 Melrose Park,Lang Group,Azuay,DESAPROBADO,APROBADO,0,DESAPROBADO
9/1/2024,1,Béatrice,Balcon,164-712-7044,bbalcon9v@cisco.com,250 Coleman Way,Wilderman-Larson,Loja,DESAPROBADO,APROBADO,0,DESAPROBADO
8/8/2024,8,Torbjörn,Dowe,670-534-8380,mdowe9w@macromedia.com,2397 Loomis Drive,Koch Group,Guayas,APROBADO,APROBADO,96,APROBADO
8/29/2024,2,Marie-thérèse,Bartosinski,140-688-9215,dbartosinski9x@ucla.edu,399 Ridgeview Court,Welch Inc,Manabi,APROBADO,APROBADO,99,APROBADO
6/5/2024,5,Marylène,Grover,746-976-5296,wgrover9y@mayoclinic.com,5 Linden Junction,Witting-Leannon,Pichincha,APROBADO,APROBADO,99,APROBADO
5/17/2024,9,Mélia,Manketell,207-192-8141,wmanketell9z@studiopress.com,6 David Way,Greenfelder and Sons,Pichincha,APROBADO,APROBADO,99,APROBADO
11/11/2024,9,Ophélie,Davidman,908-101-7863,rdavidmana0@imdb.com,3 Carberry Place,Hagenes Inc,Loja,APROBADO,APROBADO,96,APROBADO
10/2/2024,4,Félicie,Spurnier,625-432-6616,cspurniera1@cisco.com,83 Evergreen Street,"Koepp, Stanton and Adams",Guayas,APROBADO,DESAPROBADO,0,DESAPROBADO
12/4/2024,8,Géraldine,Bedrosian,816-524-0601,abedrosiana2@lycos.com,16119 Heffernan Parkway,McLaughlin-Kertzmann,Azuay,APROBADO,APROBADO,99,APROBADO
10/23/2024,10,Ruò,Titta,265-179-4035,dtittaa3@timesonline.co.uk,839 Moulton Crossing,"Crist, Stracke and Smitham",Azuay,APROBADO,APROBADO,99,APROBADO
5/24/2024,1,Måns,MacGilfoyle,388-896-9901,jmacgilfoylea4@illinois.edu,29 Quincy Court,"Wolf, Gleason and O'Reilly",Pichincha,APROBADO,APROBADO,99,APROBADO
9/17/2024,7,Mélanie,Pasmore,624-710-7415,jpasmorea5@comcast.net,3 Iowa Street,Tremblay Group,Azuay,APROBADO,APROBADO,96,APROBADO
10/24/2024,4,Almérinda,Eldritt,588-306-8277,jeldritta6@issuu.com,984 Reindahl Drive,"Hilll, Leuschke and Kiehn",Guayas,DESAPROBADO,APROBADO,0,DESAPROBADO
3/20/2024,8,Loïca,Dixie,715-786-2565,ddixiea7@51.la,9388 Cherokee Avenue,Rutherford and Sons,Azuay,APROBADO,APROBADO,99,APROBADO
10/2/2024,5,Pénélope,Eivers,254-365-5835,feiversa8@bloglines.com,60 Maryland Terrace,Bosco Group,Azuay,APROBADO,APROBADO,96,APROBADO
9/30/2024,3,Aloïs,Stanyland,876-244-6406,mstanylanda9@businessinsider.com,08 Hayes Park,"Johnson, Kuhn and Dach",Pichincha,APROBADO,APROBADO,99,APROBADO
8/30/2024,3,Ruì,Huskisson,854-828-4932,mhuskissonaa@histats.com,671 Annamark Street,Runolfsson and Sons,Azuay,DESAPROBADO,APROBADO,0,DESAPROBADO
5/15/2024,5,Maïlis,Brambley,665-766-2126,jbrambleyab@spotify.com,2510 Porter Avenue,Sanford-Huel,Azuay,APROBADO,APROBADO,99,APROBADO
7/19/2024,6,Annotés,Snawden,495-515-1045,bsnawdenac@de.vu,56906 Banding Trail,"Graham, Heidenreich and Cole",Manabi,APROBADO,APROBADO,96,APROBADO
3/24/2024,4,Dafnée,Valett,536-446-7374,avalettad@paypal.com,1 Becker Alley,"Aufderhar, Bergstrom and Schuppe",Pichincha,APROBADO,APROBADO,99,APROBADO
3/11/2024,10,Gösta,Coppins,749-905-2544,acoppinsae@google.de,7313 5th Drive,"Keebler, Kuvalis and Mohr",Guayas,APROBADO,APROBADO,99,APROBADO
10/2/2024,4,Börje,Veeler,128-108-1932,vveeleraf@slate.com,326 Stone Corner Place,Aufderhar-Rempel,Pichincha,APROBADO,APROBADO,99,APROBADO
7/23/2024,9,Annotée,Ferrelli,855-145-7555,tferrelliag@fotki.com,76 Hansons Junction,Thompson LLC,Azuay,APROBADO,APROBADO,99,APROBADO
11/4/2024,3,Léonie,McCleary,117-849-7776,cmcclearyah@imgur.com,05 Mendota Pass,Vandervort Inc,Loja,APROBADO,DESAPROBADO,0,DESAPROBADO
10/9/2024,9,Maïly,Dessent,608-594-5051,hdessentai@weibo.com,75 Springs Plaza,Wolf-Douglas,Azuay,APROBADO,APROBADO,99,APROBADO
11/21/2024,5,Lèi,Luckings,379-113-8751,gluckingsaj@blogs.com,73 Service Trail,Sauer Inc,Loja,APROBADO,APROBADO,96,APROBADO
10/19/2024,6,Stévina,Ianni,654-335-7483,eianniak@about.me,4 Eagan Alley,Gutkowski Inc,Manabi,APROBADO,APROBADO,99,APROBADO
4/29/2024,10,Estève,Bierton,300-669-1548,rbiertonal@mapy.cz,0 Crescent Oaks Plaza,Satterfield and Sons,Manabi,APROBADO,APROBADO,99,APROBADO
12/16/2024,8,Médiamass,Englefield,909-384-8735,senglefieldam@techcrunch.com,2956 Carioca Trail,Hyatt-Bailey,Loja,APROBADO,APROBADO,99,APROBADO
11/4/2024,3,Gwenaëlle,Bax,968-174-5009,fbaxan@comsenz.com,756 Grasskamp Crossing,"Wuckert, Osinski and Wunsch",Manabi,APROBADO,APROBADO,96,APROBADO
8/11/2024,10,Maëlle,Krzyzaniak,687-630-9678,lkrzyzaniakao@furl.net,4026 Buena Vista Pass,"O'Keefe, Kilback and Ryan",Loja,APROBADO,APROBADO,96,APROBADO
3/9/2024,3,Maïlys,Rochester,640-530-5303,arochesterap@nyu.edu,310 Beilfuss Court,Williamson-Kris,Guayas,APROBADO,APROBADO,99,APROBADO
12/4/2024,10,Marie-ève,Fincke,376-690-1678,bfinckeaq@amazon.co.jp,583 Maryland Court,Hamill Group,Azuay,DESAPROBADO,APROBADO,0,DESAPROBADO
7/29/2024,6,Lóng,Davisson,683-727-1380,ldavissonar@w3.org,8 Hayes Junction,Smith and Sons,Loja,APROBADO,APROBADO,99,APROBADO
6/3/2024,10,Maëlle,Corington,209-510-3566,tcoringtonas@eepurl.com,1406 Commercial Alley,"Jones, Kulas and Treutel",Pichincha,APROBADO,APROBADO,99,APROBADO
12/3/2024,6,Marie-françoise,Lavalde,120-933-3000,olavaldeat@ox.ac.uk,3305 Paget Alley,Hand-Orn,Azuay,APROBADO,APROBADO,99,APROBADO
11/23/2024,7,Méryl,Dreghorn,943-177-7115,bdreghornau@state.tx.us,23 Rusk Way,Braun Inc,Azuay,APROBADO,APROBADO,99,APROBADO
8/22/2024,3,Mélissandre,Pecha,564-668-2583,spechaav@nhs.uk,129 Fordem Junction,"Waelchi, Reinger and Hermiston",Manabi,APROBADO,APROBADO,99,APROBADO
5/17/2024,8,Noémie,Deeney,686-883-7721,fdeeneyaw@pinterest.com,905 Schlimgen Junction,Haag-Hackett,Manabi,APROBADO,APROBADO,99,APROBADO
5/31/2024,6,Bérénice,Lamasna,781-963-9491,llamasnaax@google.ca,50 Springs Crossing,"Nolan, Stroman and Grant",Loja,DESAPROBADO,APROBADO,0,DESAPROBADO
7/4/2024,3,Lyséa,Fowls,468-812-6756,pfowlsay@parallels.com,622 Muir Avenue,"Torp, Hegmann and Deckow",Manabi,APROBADO,APROBADO,99,APROBADO
4/4/2024,3,Illustrée,Eisikowitch,156-250-1439,peisikowitchaz@amazon.co.jp,058 Armistice Center,"Keeling, Bashirian and Rodriguez",Guayas,APROBADO,APROBADO,99,APROBADO
8/18/2024,10,Adélaïde,Ventura,807-779-9863,mventurab0@bravesites.com,66263 Bobwhite Plaza,Davis and Sons,Manabi,APROBADO,APROBADO,99,APROBADO
7/29/2024,5,Gwenaëlle,Sherrett,698-756-9879,bsherrettb1@ow.ly,2338 Merchant Way,"Volkman, McCullough and Douglas",Pichincha,APROBADO,APROBADO,99,APROBADO
12/20/2024,8,Joséphine,Ricciardelli,959-634-9893,dricciardellib2@free.fr,2 Duke Alley,Green-Mante,Guayas,APROBADO,DESAPROBADO,0,DESAPROBADO
12/13/2024,5,Yú,Lindsley,857-113-0253,ilindsleyb3@gov.uk,1668 Raven Park,O'Kon-Bailey,Loja,APROBADO,DESAPROBADO,0,DESAPROBADO
5/6/2024,2,Rébecca,Vasilmanov,439-991-9819,dvasilmanovb4@mlb.com,857 Gerald Junction,Murray Group,Guayas,DESAPROBADO,APROBADO,0,DESAPROBADO
6/16/2024,9,Loïs,Meys,713-495-5350,jmeysb5@stumbleupon.com,46884 Golf Point,"Schumm, Brown and Brakus",Pichincha,APROBADO,APROBADO,99,APROBADO
6/10/2024,1,Cinéma,Burley,812-862-8374,eburleyb6@columbia.edu,4945 East Terrace,Lubowitz-Franecki,Manabi,APROBADO,APROBADO,99,APROBADO
9/30/2024,4,Faîtes,Knapman,714-207-5486,sknapmanb7@fc2.com,93406 Aberg Crossing,Hilll-Ward,Guayas,APROBADO,APROBADO,96,APROBADO
12/19/2024,10,Médiamass,Hollyer,107-765-3989,ihollyerb8@blogspot.com,0 Corben Hill,Huels Group,Azuay,APROBADO,DESAPROBADO,0,DESAPROBADO
6/19/2024,1,Lèi,Derrell,432-165-6736,pderrellb9@friendfeed.com,0 Moland Park,"Cummings, Tillman and Ward",Azuay,APROBADO,DESAPROBADO,0,DESAPROBADO
6/10/2024,10,Maëlle,Haine,348-644-7341,nhaineba@quantcast.com,03398 Delaware Junction,Hane and Sons,Manabi,APROBADO,APROBADO,96,APROBADO
9/5/2024,7,Desirée,Neligan,666-217-3084,vneliganbb@netlog.com,23158 Bay Avenue,Wyman-Okuneva,Azuay,APROBADO,APROBADO,99,APROBADO
3/16/2024,1,Marlène,Ledson,113-980-7531,sledsonbc@tripod.com,0760 Carpenter Way,Considine-Bergnaum,Guayas,APROBADO,APROBADO,99,APROBADO
12/21/2024,3,Maëlle,Brenneke,535-854-3776,mbrennekebd@epa.gov,3477 Morning Trail,Rodriguez-Kozey,Manabi,APROBADO,APROBADO,99,APROBADO
8/20/2024,5,Ráo,Gresty,385-548-0184,jgrestybe@hubpages.com,6 Buhler Drive,"Kiehn, Gutkowski and Mosciski",Guayas,APROBADO,DESAPROBADO,0,DESAPROBADO
10/17/2024,5,Faîtes,Werendell,334-488-6265,dwerendellbf@goo.gl,275 East Avenue,Glover Inc,Manabi,APROBADO,APROBADO,99,APROBADO
5/4/2024,10,Mégane,Fawdrie,136-985-9139,ffawdriebg@hc360.com,6 Sage Drive,Tromp Group,Guayas,APROBADO,APROBADO,99,APROBADO
5/10/2024,10,Marylène,Chantree,414-944-4482,achantreebh@netlog.com,2 Debs Circle,Kemmer Inc,Azuay,APROBADO,APROBADO,99,APROBADO
12/13/2024,6,Dorothée,O'Scully,419-589-4061,toscullybi@xinhuanet.com,3887 Hauk Trail,Emard-Weimann,Pichincha,APROBADO,APROBADO,99,APROBADO
10/2/2024,10,Gaétane,Yashin,699-499-7175,kyashinbj@amazon.co.jp,458 Merry Street,Shanahan-Hartmann,Guayas,DESAPROBADO,DESAPROBADO,0,DESAPROBADO
9/6/2024,4,Pélagie,Franzini,919-981-9880,cfranzinibk@nytimes.com,7 Namekagon Street,"Marks, Kunde and Stiedemann",Loja,APROBADO,APROBADO,99,APROBADO
7/2/2024,9,Stéphanie,Bullene,363-480-8180,rbullenebl@wiley.com,867 Glacier Hill Trail,Jerde-Emmerich,Pichincha,DESAPROBADO,APROBADO,0,DESAPROBADO
5/4/2024,10,Aloïs,Itzakovitz,796-841-2514,sitzakovitzbm@plala.or.jp,3 Reindahl Circle,Johns-Terry,Loja,DESAPROBADO,APROBADO,0,DESAPROBADO
11/23/2024,7,Maïly,Tempest,603-458-1451,ktempestbn@squarespace.com,492 East Alley,"Welch, Mayer and Lakin",Guayas,APROBADO,APROBADO,96,APROBADO
7/22/2024,4,Yóu,Gethins,607-300-7772,hgethinsbo@newsvine.com,0457 Debs Junction,"Ritchie, Nolan and Predovic",Loja,APROBADO,APROBADO,96,APROBADO
11/12/2024,8,Michèle,Chatenet,960-256-0807,dchatenetbp@google.co.uk,3229 Kipling Plaza,"Beer, Streich and Klein",Loja,APROBADO,APROBADO,99,APROBADO
9/5/2024,1,Laïla,Barbrook,271-412-5971,ibarbrookbq@newyorker.com,01084 Knutson Avenue,Johnston-Wuckert,Pichincha,APROBADO,APROBADO,96,APROBADO
6/25/2024,2,Garçon,Jakubovitch,663-734-6571,mjakubovitchbr@dropbox.com,81 Warrior Way,Satterfield-Wehner,Guayas,APROBADO,APROBADO,99,APROBADO
11/13/2024,4,Táng,McGonnell,739-950-3936,nmcgonnellbs@slideshare.net,690 Wayridge Crossing,"Medhurst, Parisian and Pouros",Manabi,APROBADO,APROBADO,99,APROBADO
6/24/2024,10,Dà,Glascott,786-337-2750,eglascottbt@si.edu,03 Anzinger Pass,Spencer Inc,Manabi,DESAPROBADO,APROBADO,0,DESAPROBADO
5/24/2024,8,Gösta,Ticksall,449-471-6560,pticksallbu@4shared.com,762 Sommers Place,Lehner Inc,Manabi,APROBADO,APROBADO,99,APROBADO
11/3/2024,4,Lèi,Crebott,626-655-9896,icrebottbv@theatlantic.com,0 Southridge Road,Mante Group,Loja,APROBADO,APROBADO,99,APROBADO
7/17/2024,3,Faîtes,Castano,882-100-3976,ccastanobw@pen.io,91862 Forster Road,"McGlynn, Mills and Schinner",Azuay,APROBADO,APROBADO,99,APROBADO
10/13/2024,7,Geneviève,Bettlestone,372-612-3753,abettlestonebx@list-manage.com,0820 Hazelcrest Circle,Pfannerstill Group,Azuay,APROBADO,DESAPROBADO,0,DESAPROBADO
7/30/2024,3,Cloé,Blease,632-347-5670,rbleaseby@elegantthemes.com,51 Division Park,Corwin-Dare,Azuay,APROBADO,APROBADO,99,APROBADO
9/12/2024,10,Styrbjörn,Houlton,482-800-8490,rhoultonbz@time.com,412 Scott Trail,"Wisoky, Harber and O'Conner",Loja,APROBADO,APROBADO,99,APROBADO
6/5/2024,7,Kévina,Alphonso,613-176-4105,balphonsoc0@about.me,83427 Monterey Center,Parker Inc,Azuay,APROBADO,APROBADO,99,APROBADO
12/28/2024,8,Anaëlle,Gonnelly,594-408-8576,rgonnellyc1@gravatar.com,3 Milwaukee Avenue,Kuhn-Quitzon,Manabi,APROBADO,APROBADO,96,APROBADO
12/8/2024,7,Méng,Osmar,600-736-7438,hosmarc2@amazon.co.jp,7718 Larry Point,"Dooley, Goldner and Jenkins",Guayas,APROBADO,APROBADO,99,APROBADO
10/8/2024,8,Cinéma,Twizell,824-575-4092,ntwizellc3@msu.edu,73295 Clove Way,Parker-Kovacek,Azuay,DESAPROBADO,APROBADO,0,DESAPROBADO
3/17/2024,10,Publicité,Rosenbusch,633-366-6670,brosenbuschc4@wsj.com,3 Muir Junction,Herzog-Kirlin,Pichincha,APROBADO,APROBADO,99,APROBADO
3/24/2024,3,Maï,Acory,267-344-7572,oacoryc5@baidu.com,62049 Brentwood Drive,"Feil, Reinger and Dietrich",Guayas,APROBADO,APROBADO,99,APROBADO
7/13/2024,9,Táng,Hebblewaite,442-589-9850,ohebblewaitec6@paypal.com,19216 Morningstar Circle,"Hand, Heller and Rempel",Azuay,APROBADO,APROBADO,99,APROBADO
12/21/2024,2,Léonie,Hargerie,990-306-2196,khargeriec7@bbb.org,99592 Mendota Crossing,Robel-Schimmel,Manabi,APROBADO,APROBADO,99,APROBADO
6/20/2024,10,Audréanne,Allon,992-144-4895,lallonc8@webeden.co.uk,3604 High Crossing Court,"Wiegand, Blick and Tillman",Guayas,APROBADO,APROBADO,99,APROBADO
4/26/2024,7,Yè,Blaszkiewicz,596-624-4348,bblaszkiewiczc9@wikispaces.com,9844 Iowa Junction,Lynch LLC,Azuay,APROBADO,APROBADO,99,APROBADO
12/4/2024,4,Néhémie,Cruise,393-149-0425,ccruiseca@wikia.com,09 Bunker Hill Avenue,Koss Group,Loja,APROBADO,APROBADO,99,APROBADO
12/23/2024,10,Séréna,Waind,716-223-0484,gwaindcb@xrea.com,8983 Hanover Center,Bernhard-Bahringer,Loja,APROBADO,DESAPROBADO,0,DESAPROBADO
5/19/2024,10,Dù,Luscombe,350-904-2913,mluscombecc@marketwatch.com,0 Claremont Park,Trantow-Hessel,Pichincha,APROBADO,APROBADO,99,APROBADO
11/1/2024,7,Annotés,McEntee,394-476-2253,mmcenteecd@icio.us,62943 Hoffman Way,"Kuhlman, Carter and Olson",Pichincha,APROBADO,APROBADO,96,APROBADO
1/1/2025,5,Maëlla,Schouthede,671-394-8268,cschouthedece@godaddy.com,9 Badeau Street,"Klein, Kihn and Waelchi",Pichincha,DESAPROBADO,APROBADO,0,DESAPROBADO
5/10/2024,5,Naëlle,Papworth,282-831-0570,apapworthcf@sciencedirect.com,835 Redwing Hill,Fadel LLC,Guayas,APROBADO,APROBADO,99,APROBADO
4/6/2024,7,Maïté,Targe,980-177-7458,atargecg@miibeian.gov.cn,04 Novick Way,Senger Inc,Pichincha,APROBADO,APROBADO,96,APROBADO
6/4/2024,6,Gwenaëlle,Skudder,611-387-0911,cskudderch@gravatar.com,149 Schmedeman Plaza,Breitenberg-Veum,Guayas,APROBADO,APROBADO,99,APROBADO
9/4/2024,1,Börje,Philippault,699-477-2770,aphilippaultci@whitehouse.gov,3 Rutledge Trail,Schuppe-Carter,Pichincha,APROBADO,APROBADO,99,APROBADO
3/28/2024,4,Liè,Van Giffen,462-128-0180,rvangiffencj@mlb.com,54 Fuller Court,Jenkins and Sons,Azuay,APROBADO,APROBADO,96,APROBADO
10/7/2024,10,Gaïa,Kment,223-537-1924,akmentck@trellian.com,978 Corscot Alley,"Murazik, Schuppe and Dickinson",Guayas,DESAPROBADO,APROBADO,0,DESAPROBADO
7/11/2024,5,Salomé,Crebo,652-421-1145,mcrebocl@blogger.com,75779 Hauk Crossing,Sawayn-Bradtke,Manabi,APROBADO,APROBADO,96,APROBADO
6/29/2024,9,Clélia,Finn,291-548-8678,lfinncm@1und1.de,25626 John Wall Terrace,Adams LLC,Guayas,APROBADO,APROBADO,96,APROBADO
5/3/2024,8,Maëlyss,Keightley,466-405-4557,jkeightleycn@goodreads.com,9 Pearson Hill,"Wunsch, Pacocha and Greenholt",Guayas,APROBADO,APROBADO,99,APROBADO
8/2/2024,5,Sòng,Maben,479-602-7981,ymabenco@huffingtonpost.com,022 Grover Pass,"Tromp, Wuckert and Hansen",Guayas,APROBADO,APROBADO,99,APROBADO
10/30/2024,9,Céline,Stamps,611-106-1071,sstampscp@japanpost.jp,93 Dayton Avenue,Legros-Trantow,Guayas,APROBADO,APROBADO,99,APROBADO
11/26/2024,8,Edmée,Willstrop,380-812-9604,swillstropcq@e-recht24.de,34 Anhalt Place,"Larkin, Bergnaum and Hansen",Manabi,APROBADO,APROBADO,99,APROBADO
5/23/2024,10,Maïté,Gergolet,508-765-7420,agergoletcr@harvard.edu,09 Village Green Lane,Effertz-Cole,Manabi,APROBADO,APROBADO,99,APROBADO
8/10/2024,5,Maëlys,Golightly,657-488-2245,cgolightlycs@arstechnica.com,51733 Northview Alley,Mitchell LLC,Pichincha,APROBADO,APROBADO,99,APROBADO
9/8/2024,5,Gérald,Lutsch,629-943-3678,llutschct@wordpress.org,3 Sachs Point,"Bruen, Herman and O'Hara",Loja,APROBADO,APROBADO,99,APROBADO
